name_rus;name_eng;city_rus;city_eng;gmt_offset;country_rus;phone;email;website
;Hoedspruit Airport;;Hoedspruit;+2.0;ЮАР;;;
Хат Яй;Hat Yai;Хат Яй;Hat Yai;+7.0;Таиланд;;;
Герат;Herat;Герат;Herat;+4.5;Афганистан;;;
Хензада;Henzada;Хензада;Henzada;-6.5;Мьянма;;;
;Herendeen;;Herendeen;-9.0;США;;;
;Thompson-Robbins;Хелена;Helena;-7.0;США;;;
Хехо;Heho;Хехо;Heho;-6.5;Мьянма;;;
;Heide-Buesum;;Heide-Buesum;+1.0;Германия;;;
Хейхе;Heihe;Хейхе;Heihe;-8.0;Китай;;;
Хельсинки-Вантаа;Helsinki-Vantaa;;Vantaa;+2.0;Финляндия;35820014636;;http://www.helsinki-vantaa.fi/
Хельсинки-Мальми;Helsinki-malmi;Хельсинки;Helsinki;+2.0;Финляндия;+358 9 8277 4001;airport.malmi@finavia.fi;http://www.finavia.fi/airport_helsinki-malmi
;Hendon;;Hendon;+0.0;Великобритания;;;
;Haelogo;;Haelogo;+10.0;Папуа - Новая Гвинея;;;
;Nikos Kazantzakis Airport;;Heraklion;+2.0;Греция;302810000000;kahktl@otenet.gr;http://www.hcaa-eleng.gr/irak.htm
;State;;Hermiston;-8.0;США;;;
Хоххот;Hohhot;Хоххот;Hohhot;+8.0;Китай;;;
Гуелва;Huelva;Гуелва;Huelva;+0.0;Испания;;;
;Hellinikon (Closed);Афины;Athens;+2.0;Греция;;;
;Santo Domingo Herrera;Санто-Доминго;Santo Domingo;-4.0;Доминиканская Республика;;;
;Hanchey Army Heliport;;Ozark;;Польша;;;
;Hardy-Anders;Натчез;Natchez;+6.0;США;;;
Хайфа;Haifa;Хайфа;Haifa;+2.0;Израиль;;;http://www.iaa.gov.il/Rashat/en-US/Airports/Haifa/
;Brainard;Хартфорд;Hartford;-5.0;США;;;
Шанхай;Shanghai;Хефей;Hefei;+8.0;Китай;;;
;Mackall AAF;;Hoffman;-5.0;США;;;
;Hornafjordur;;Hornafjordur;+0.0;Исландия;;;
Хагфорс;Hagfors;Хагфорс;Hagfors;+1.0;Швеция;;;
Хаммерфест;Hammerfest;Хаммерфест;Hammerfest;+1.0;Норвегия;;;
Харгейса;Hargeisa;Харгейса;Hargeisa;+3.0;Сомали;;;
;Hughenden;;Hughenden;-10.0;Австралия;;;
Ханчжоу;Hangzhou;Ханчжоу;Hangzhou;+8.0;Китай;;;
;Higlieg;;Higlieg;+0.0;Судан;;;
Хелголанд;Helgoland;Хелголанд;Helgoland;+1.0;Германия;;;
Мей-Хонг-Сон;Mae Hong Son;Мей-Хонг-Сон;Mae Hong Son;+7.0;Таиланд;;;
;Korhogo;;Korhogo;+0.0;Кот д'Ивуар;;;
;Wash. County Regional;;Hagerstown;-5.0;США;;;
;Hastings;;Freetown;+0.0;Сьерра-Леоне;;;
;Hunter AAF;;Jolon;+0.0;США;;;
;Kagamuga;;Mount Hagen;-10.0;Папуа - Новая Гвинея;;;
;Hogatza;;Hogatza;-9.0;США;;;
;Huanghua International;Чанша;Changsha;+8.0;Китай;;;
Хачинохе;Hachinohe;Хачинохе;Hachinohe;+9.0;Япония;;;
;Hilton Head;;Hilton Head;-5.0;США;;;http://www.hiltonheadairport.com/
;Wheeler AFB;;Wahiawa;+0.0;Мали;;;
;Frankfurt-Hahn;;Hahn;+1.0;Германия;+49 (0)6543/509200;;http://www.hahn-airport.de
;H K Heliport;Гонконг;Hong Kong;+8.0;Гонконг;;;
;Hua Hin Airport;Хуа-Хин;Hua Hin;+7.0;Таиланд;;;
;Hawthorne;;Hawthorne;-8.0;США;;;
Хикуэру;Hikueru;Хикуэру;Hikueru;+10.0;Французская Полинезия;;;
;Chisholm;;Chisholm;-6.0;США;;;
;Iscor Heliport;Претория;Pretoria;;Эквадор;;;
Хорн-Айленд;Horn Island;Хорн-Айленд;Horn Island;-10.0;Австралия;;;
;Regional;;Whitefield;+5.0;США;;;
;Hill Afb;Огден;Ogden;+7.0;США;;;
Хайбери;Highbury;Хайбери;Highbury;-10.0;Австралия;;;
Хук-Айленд;Hook Island;Хук-Айленд;Hook Island;+10.0;Австралия;;;
;Municipal;;Lake Havasu City;-7.0;США;;;
;International;Хиросима;Hiroshima;+9.0;Япония;;;
;Hickam AFB;Гонолулу;Honolulu;-10.0;США;;;
Шилаво;Shillavo;Шилаво;Shillavo;+0.0;Эфиопия;;;
;Hingurakgoda;;Hingurakgoda;+5.5;Шри-Ланка;;;
;Sacheon;;Jinju;+9.0;Южная Корея;;;
Портланд;Portland;;Hillsboro;-8.0;США;;;
;Headingly;;Headingly;-10.0;Австралия;;;
;Henderson Intl;;Honiara;+11.0;Соломоновы острова;;;
Хейман Айленд;Hayman Island;Хейман Айленд;Hayman Island;+10.0;Австралия;;;
Хиваро;Hivaro;Хиваро;Hivaro;;Узбекистан;;;
;Hiroshima West;Хиросима;Hiroshima;+9.0;Япония;;;
;Hiva Oa;;Hiva Oa;-9.0;Французская Полинезия;;;
;Zhi Jiang;;Zhi Jiang;+0.0;Китай;;;
Кхаджурахо;Khajuraho;Кхаджурахо;Khajuraho;+5.5;Индия;;;
;Khujirt;;Khujirt;-8.0;Монголия;;;
;Municipal;;Blytheville;-6.0;США;;;
;Healy Lake;;Healy Lake;-9.0;США;;;
Хакодате;Hakodate;Хакодате;Hakodate;+9.0;Япония;;;
;Hong Kong International;Гонконг;Hong Kong;+8.0;Гонконг;85221887111;kayd@hkairport.com;http://www.hongkongairport.com/
;Hokitika Arpt;Хокитика;Hokitika;+13.0;Новая Зеландия;;;
;Hoskins;;Hoskins;-10.0;Папуа - Новая Гвинея;;;
;Hawkins Field;Джексон;Jackson;+5.0;США;;;
;Phuket International;Пхукет;Phuket;+7.0;Таиланд;;;
Хасково;Haskovo;Хасково;Haskovo;+2.0;Болгария;;;
;Hickory;;Hickory;-5.0;США;;;
Лансерия;Lanseria;Лансерия;Lanseria;-2.0;ЮАР;;;http://www.lanseria.co.za
;Hillenbrand;;Batesville;-5.0;США;;;
;Hill City;;Hill City;-6.0;США;;;
Хайлар;Hailar;Хайлар;Hailar;-8.0;Китай;;;
;Hultsfred - Vimmerby;Хултсфред;Hultsfred;+1.0;Швеция;+46 (0)495-103 06;hlf.flyg@work.utfors.se;
;Ohio County;;Wheeling;-5.0;США;;;
Уланьхот;Ulanhot;Уланьхот;Ulanhot;-8.0;Китай;;;
;Hollister;;Hollister;-8.0;США;;;
;Hillside;;Hillside;-8.0;Австралия;;;
;Park Township;;Holland;-5.0;США;;;
Хелена;Helena;Хелена;Helena;-7.0;США;;;
;Halim Perdana Kusuma;Джакарта;Jakarta;-7.0;Индонезия;;;
;Fort Hood AAF;;Killeen;-6.0;США;;;
Сент Хеленс;St Helens;Сент Хеленс;St Helens;-10.0;Австралия;;;
Гамильтон;Hamilton;Гамильтон;Hamilton;-10.0;Австралия;;;
;Houailou;;Houailou;-11.0;Новая Каледония;;;
Хеленвейл;Helenvale;Хеленвейл;Helenvale;-10.0;Австралия;;;
Хлухлуве;Hluhluwe;Хлухлуве;Hluhluwe;-2.0;ЮАР;;;
;Anglesey Airport;;Holyhead;+0.0;Великобритания;;;http://www.angleseyairport.com
Гамильтон;Hamilton;Гамильтон;Hamilton;+13.0;Новая Зеландия;+64 7 8489027;wral@hamiltonairport.co.nz;http://www.hamiltonairport.co.nz/
Ханты-Мансийск;Khanty-Mansiysk;Ханты-Мансийск;Khanty-mansiysk;+5.0;Россия;;;
;Oued Irara Apt;;Hassi Messaoud;+1.0;Алжир;;;
;Hermannsburg;;Hermannsburg;-9.5;Австралия;;;
Хами;Hami;Хами;Hami;+8.0;Китай;;;
Хмельницкий;Khmelnitskiy;Хмельницкий;Khmelnitskiy;+2.0;Украина;;;
;Holloman AFB;Аламогордо;Alamogordo;-7.0;США;;;
;Gen Pesqueira Garcia;Хермосилльо;Hermosillo;-7.0;Мексика;;;
;Hamar Arpt;Хамар;Hamar;+1.0;Норвегия;;;
;Homeshore;;Homeshore AK;-9.0;США;;;
;Ryan Field;;Hemet;-8.0;США;;;
;Hemavan;;Hemavan;+1.0;Швеция;;;
;Hanamaki;;Hanamaki;+9.0;Япония;;;
;Municipal;;Huntingburg;-5.0;США;;;
;Hatteras;;Hatteras;-5.0;США;;;
;Haneda;Токио;Tokyo;+9.0;Япония;81 (0) 476 322 802;naa1@naa.go.jp;http://www.tokyo-airport-bldg.co.jp/
;Tahneta Pass;;Tahneta Pass Lodge;;Иран;;;
Хьенгене;Hienghene;Хьенгене;Hienghene;+11.0;Новая Каледония;;;
;Hoonah;;Hoonah;-9.0;США;;;
Хейвени;Heiweni;Хейвени;Heiweni;-10.0;Папуа - Новая Гвинея;;;
;Hinchinbrook Island;;Hinchinbrook Island;+10.0;Австралия;;;
;Honolulu International;Гонолулу;Honolulu;-10.0;США;;;http://www.honoluluairport.com
;Hana;;Hana;-10.0;США;;;
Хонинаби;Honinabi;Хонинаби;Honinabi;-10.0;Папуа - Новая Гвинея;;;
;Hercegnovi;;Hercegnovi;+1.0;Черногория;;;
;Municipal;;Haines;-9.0;США;;;
;Hanna;;Hanna;-7.0;Канада;;;http://www.laux.org/flyin/
Хеньян;Hengyang;Хеньян;Hengyang;-8.0;Китай;;;
Хола;Hola;Хола;Hola;-3.0;Кения;;;
;Lea County;;Hobbs;-7.0;США;;;
;Komako;;Komako;-10.0;Папуа - Новая Гвинея;;;
;Hodeidah Arpt;;Hodeidah;+3.0;Йемен;;;
Хоуисей;Houeisay;Хоуисей;Houeisay;-7.0;Лаос;;;
;Alahsa;;Alahsa;+3.0;Саудовская Аравия;;;
;Frank Pais;Голгуин;Holguin;-5.0;Куба;+53 24 425271, 423934;;
Хохенемс;Hohenems;Хохенемс;Hohenems;+1.0;Австрия;;;
Хао-Айленд;Hao Island;Хао-Айленд;Hao Island;-10.0;Французская Полинезия;;;
;Hooker Creek;;Hooker Creek;-9.5;Австралия;;;
;Holikachu;;Holikachu;-9.0;США;;;
;Homer;;Homer;-9.0;США;;;
;Howes;;Huron;-6.0;США;605-353-8516;;http://Huron Regional Airport
;Nhon Co;Кваньдук;Quanduc;-7.0;Вьетнам;;;
;Campbell AAF;;Hopkinsville;-6.0;США;;;
Хоф;Hof;Хоф;Hof;+1.0;Германия;;;
;Horta;;Horta;-1.0;Португалия;;;
;Oscar Reguera;;Chos Malal;+4.5;Афганистан;;;
;Memorial Field;;Hot Springs;-5.0;США;;;
;William P Hobby;;Houston, TX;-6.0;США;;;
Ховден;Hovden;;Orsta-Volda;-1.0;Норвегия;;;
;Howard Afb;;Fort Kobbe;-5.0;Панама;;;
Хомалин;Homalin;Хомалин;Homalin;-6.5;Мьянма;;;
Хой-Айленд;Hoy Island;Хой-Айленд;Hoy Island;+0.0;Великобритания;;;
;Hooper Bay;;Hooper Bay;-9.0;США;;;
;Hope Vale;;Hope Vale;+10.0;Австралия;;;
;Catbi;Хейфонг;Haiphong;+7.0;Вьетнам;;;
;Westchester County Apt;;White Plains;-5.0;США;;;
;Poipet;;Poipet;+0.0;Камбоджа;;;
;Central Hpr;Претория;Pretoria;;Эквадор;;;
;Municipal;;Hampton;-6.0;США;;;
;Princeville;;Kauai Island;-10.0;США;;;
;Baytown;;Baytown;-6.0;США;;;
;Bowerman;;Hoquiam;-8.0;США;;;
Мансехра;Mansehra;Мансехра;Mansehra;-5.0;Пакистан;;;
Харбин;Harbin;Харбин;Harbin;+8.0;Китай;;;
Жарейм;Zhairem;Жайрем;Zhairem;+7.0;Казахстан;;;
Хараре;Harare;Хараре;Harare;+2.0;Зимбабве;;;
Хургада;Hurghada;Хургада;Hurghada;+2.0;Египет;;;
Чаурджхари;Chaurjhari;Чаурджхари;Chaurjhari;+5.75;Непал;;;
Харьков;Kharkov;Харьков;Kharkov;+2.0;Украина;;;
;Valley International;Харлинген;Harlingen;-6.0;США;;;http://www.flythevalley.com/
;Heliport;Герон Айленд;Heron Island;-10.0;Австралия;;;
;Boone County;;Harrison;-6.0;США;;;
Херрера;Herrera;Херрера;Herrera;-5.0;Колумбия;;;
;Harrismith Airport;Харрисмит;Harrismith;+2.0;ЮАР;;;
;Linton-On-Ouse;Херрогейт;Harrogate;+0.0;Великобритания;;;
;Henbury;;Henbury;-9.5;Австралия;;;
;Horizontina;;Horizontina;+0.0;Бразилия;;;
Ралей;Raleigh;;Harrisburg;-5.0;США;;;
Шаньгван;Shaoguan;Шаогуань;Shaoguan;-8.0;Китай;;;
;Saga;;Saga;+9.0;Япония;;;
;Henderson Sky Harbor;Лас Вегас;Las Vegas;+7.0;США;;;
;Hastings;;Hastings;-6.0;США;;;
Хуэска;Huesca;Хуэска;Huesca;+0.0;Испания;;;
;Huslia;;Huslia;-9.0;США;;;
;Horsham;;Horsham;-10.0;Австралия;;;
Чжушань;Zhoushan;Чжушань;Zhoushan;+8.0;Китай;;;
;Ingalls Field;;Hot Springs;-5.0;США;;;
Хиссар;Hissar;Хиссар;Hissar;+5.5;Индия;;;
;AFB;;Homestead;-5.0;США;;;
;Huntsville International - Carl T. Jones Field Airport;;Huntsville;-6.0;США;;;
;Hsinchu;;Hsinchu;+8.0;Тайвань;;;
Чита;Chita;Чита;Chita;+9.0;Россия;+7 (3022) 40-01-09, 41-18-87;;http://www.aerochita.ru
;Terre-de-Bas;;Terre-de-Bas;-4.0;Гваделупа;;;
;Hatfield;;Hatfield;+0.0;Великобритания;;;
Хатанга;Hatanga;Хатанга;Hatanga;-2.0;Россия;;;
;Hawthorne;;Hawthorne;-8.0;США;(775) 945-3897;;
Хамилтон Айленд;Hamilton Island;Хамилтон Айленд;Hamilton Island;+10.0;Австралия;;;
;Roscommon County;;Houghton;+0.0;Великобритания;;;
;Khatgal;;Khatgal;+0.0;Монголия;;;
Хотань;Hotan;Хотан;Hotan;-8.0;Китай;;;
;East Hampton;;East Hampton;-5.0;США;;;
Хатерума;Hateruma;Хатерума;Hateruma;+9.0;Япония;;;
;Tri-State/Milton;;Huntington;-5.0;США;;;
;Hopetoun;;Hopetoun;-10.0;Австралия;;;
;Lawrence County Airpark;;Chesapeake/Huntington Wv;-5.0;Канада;;;
Хато-Коросал;Hato Corozal;Хато-Коросал;Hato Corozal;-5.0;Колумбия;;;
;Redstone AAF;;Huntsville;-6.0;США;;;
Хамберт-Ривер;Humbert River;Хамберт-Ривер;Humbert River;-9.5;Австралия;;;
;Humacao Arpt;;Humacao;-4.0;Пуэрто Рико;;;
;Humboldt;;Humboldt;-6.0;США;;;
Хумера;Humera;Хумера;Humera;-3.0;Эфиопия;;;
;Hulman Field;;Terre Haute;-5.0;США;;;
Хухутенанго;Huehuetenango;Хухутенанго;Huehuetenango;-6.0;Гватемала;;;
;Huahine;;Huahine;+10.0;Французская Полинезия;;;
;Phu Bai;Гуе;Hue;+7.0;Вьетнам;;;
;Hugo;;Hugo;-6.0;США;;;
;Hukuntsi;;Hukuntsi;+2.0;Ботсвана;;;
;International;;Houlton;-5.0;США;;;
;Terrebonne;;Houma;-6.0;США;;;
Хуалянь;Hualien;Хуалянь;Hualien;+8.0;Тайвань;;;
Хоун;Houn;Хоун;Houn;-2.0;Ливия;;;
;Municipal;;Hughes;-9.0;США;;;
;Hutchinson;;Hutchinson;-6.0;США;;;
Уануко;Huanuco;Уануко;Huanuco;-5.0;Перу;;;
Худиксвалл;Hudiksvall;Худиксвалл;Hudiksvall;-1.0;Швеция;;;
Хуатулко;Huatulco;Хуатулко;Huatulco;-6.0;Мексика;;;
;Humberside International;Хамберсайд;Humberside;+0.0;Великобритания;1652688456;enquiries@humbersideairport.com;http://www.humberside-airport.co.uk
Хуэйчжоу;Huizhou;Хуэйчжоу;Huizhou;+8.0;Китай;;;
Аналалава;Analalava;Аналалава;Analalava;+3.0;Мадагаскар;;;
Херви Бей;Hervey Bay;Херви Бей;Hervey Bay;+10.0;Австралия;;;
;Khovd;;Khovd;-8.0;Монголия;;;
;Intermediate;;Hanksville;-7.0;США;;;
;Valan;Хоннигсвог;Honningsvag;+1.0;Норвегия;;;
Холмавик;Holmavik;Холмавик;Holmavik;+0.0;Исландия;;;
Хваммстанги;Hvammstangi;Хваммстанги;Hvammstangi;+0.0;Исландия;;;
;New Haven;;New Haven;+5.0;США;;;
;City County;;Havre;-7.0;США;;;
;Municipal;;Hartsville;-5.0;США;;;
Хавабанго;Hawabango;Хавабанго;Hawabango;-10.0;Папуа - Новая Гвинея;;;
;Air Terminal;;Hayward;-8.0;США;;;http://www.hayward-ca.gov/webware/Default.aspx?Category=23&t=-1
;SPB;;Hawk Inlet;-9.0;США;;;
;Wilpena Pound;;Hawker;-9.5;Австралия;;;
;Hwange Nat Park;;Hwange Nat Park;+2.0;Зимбабве;;;
;North Perry;Холливуд;Hollywood;-5.0;США;;;http://www.airnav.com/airport/KHWO
;Hay;;Hay;-10.0;Австралия;;;
;Barnstable;Хианнис;Hyannis;-5.0;США;;;
Хай-Вайкомб;High Wycombe;Хай-Вайкомб;High Wycombe;+0.0;Великобритания;;;
;Rajiv Gandhi Airport;Хидерабад;Hyderabad;+5.5;Индия;;;
Хейфильдз;Hayfields;Хейфильдз;Hayfields;+10.0;Папуа - Новая Гвинея;;;
;SPB;;Hydaburg;-9.0;США;;;
;SPB;;Hollis;-9.0;США;;;
Хуанань;Huangyan;Хуанань;Huangyan;+8.0;Китай;;;
;Municipal;;Hayward;-8.0;США;;;
;Municipal;;Hays;-6.0;США;;;
Хивинкаа;Hyvinkaa;Хивинкаа;Hyvinkaa;+2.0;Финляндия;;;
;Merville/Calonne;Хазебрук;Hazebrouck;+1.0;Франция;;;
Ханьчжун;Hanzhong;Ханьчжун;Hanzhong;-8.0;Китай;;;
;Liping;;Liping City;+0.0;Китай;;;
Хусавик;Husavik;Хусавик;Husavik;+0.0;Исландия;;;
;Hazleton;;Hazleton;-5.0;США;;;
Хезивью;Hazyview;Хезивью;Hazyview;+2.0;ЮАР;;;
Игарка;Igarka;Игарка;Igarka;-2.0;Россия;;;
;Mcconnell AFB;Вичита;Wichita;+0.0;США;;;
;Washington Dulles International;;Washington, DC;-5.0;США;17035722700;;http://www.metwashairports.com/Dulles/
;International;Ниагара Фоллз;Niagara Falls;-5.0;США;;;
;George Bush Intercontinental;Хьюстон;Houston;-6.0;США;+1 (1)281 233-3000;tom.bartlett@cityofhouston.net;http://www.houstonairportsystem.org
;In Amenas;;In Amenas;+1.0;Алжир;213029000000;aeroport-iam@egsa-alger.com;http://www.egsa-alger.com/index.php?id=89
;Bob Barker Memorial;;Kiana;-9.0;США;;;
Бахреган;Bahregan;Бахреган;Bahregan;+3.5;Иран;;;
Туношна;Tunoshna;Ярославль;Yaroslavl;-2.0;Россия;+7 (4852) 43-18-09;;http://tunoshna.com
Иаси;Iasi;Иаси;Iasi;+2.0;Румыния;232278510;;
;Iaura;;Iaura;-10.0;Папуа - Новая Гвинея;;;
Ибадан;Ibadan;Ибадан;Ibadan;+1.0;Нигерия;;;
Ибаги;Ibague;Ибаги;Ibague;-5.0;Колумбия;;;
Ибоки;Iboki;Ибоки;Iboki;+0.0;Папуа - Новая Гвинея;;;
;Indigo Bay Lodge;;Indigo Bay Lodge;+3.0;Уганда;;;
Ибо;Ibo;Ибо;Ibo;+2.0;Мозамбик;;;
Иберия;Iberia;Иберия;Iberia;-5.0;Перу;;;
Ибица;Ibiza;Ибица;Ibiza;+1.0;Испания;;;
Икабару;Icabaru;Икабару;Icabaru;-4.0;Венесуэла;;;
Кикия;Cicia;Кикия;Cicia;+12.0;Фиджи;;;
;Nieuw Nickerie;;Nieuw Nickerie;+3.0;Суринам;;;
;Municipal;;Clarinda;-6.0;США;;;
;Incheon International;Сеул;Seoul;+9.0;Южная Корея;82-1577-2600;;http://www.airport.or.kr/eng/airport/
;Sicogon Island;;Sicogon Island;-8.0;Филиппины;;;
Никаро;Nicaro;Никаро;Nicaro;-5.0;Куба;;;
;Mid-Continent;Вичита;Wichita;+0.0;США;;;
;Icy Bay;;Icy Bay;-9.0;США;;;
;Fanning Field;Айдахо Фоллз;Idaho Falls;-7.0;США;;;
Идре;Idre;Идре;Idre;+0.0;Швеция;;;
;Ila Da Chilonzuene;;Ila Da Chilonzuene;+1.0;Испания;;;
Идиофа;Idiofa;Идиофа;Idiofa;;Демократическая республика Конго;;;
;Municipal;;Ida Grove;-6.0;США;;;
;ndiana County Airport (Jimmy Stewart Field);;Indiana, PA;-5.0;США;;;
;Indulkana;;Indulkana;-9.5;Австралия;;;
Индаген;Indagen;Индаген;Indagen;-10.0;Папуа - Новая Гвинея;;;
;Rio;;Santa Isabel do Morro;+3.0;Бразилия;;;
Индепенденс;Independence;Индепенденс;Independence;-6.0;США;;;
;Devi Ahilyabai Holkar;Индор;Indore;+5.5;Индия;;;
;Babimost;Зелена-Гора;Zielona Gora;+1.0;Польша;;;
Иежима;Iejima;Иежима;Iejima;+9.0;Япония;;;
;Riesa;;Riesa;+0.0;Германия;;;
Жуляны;Zhulhany;Киев;Kiev;+2.0;Украина;;;
